Tier,Category,Group Name,Facebook URL,Geography,Primary Audience,Approx Members,Privacy,Activity Level,Why Relevant,Self-Promo Allowed,Admin / Dealer-Run,Source Batch,URL Type,final_tier,recommended_action,pitch_angle,recommended_template,recommended_keyword,audience_archetype,red_flag,research_batch
4,Equine,Ranch Horse Events Shows Rodeos,https://www.facebook.com/groups/158608234624027/,USA,Ranch horse community,unknown,unknown,unknown,Ranch landowner overlap,unknown,Community,B8,Group,B,Join+Post,Toxic broadleaf weed spot spray on horse pasture; less chemical,"T3 photo story, T4 farmer-ask",TANK,Farmer-operator,Horse-health-sensitive; lead with safety not acres/hour,4
4,Equine,Rope Horse Rodeo Horses and Ranch Horses,https://www.facebook.com/groups/467019466781505/,USA,Ranch and rope horse owners,unknown,unknown,unknown,Ranch landowner overlap,unknown,Community,B8,Group,B,Join+Post,Toxic broadleaf weed spot spray on horse pasture; less chemical,"T3 photo story, T4 farmer-ask",TANK,Farmer-operator,Horse-health-sensitive; lead with safety not acres/hour,4
4,Equine,WRHA Wisconsin Ranch Horse Association,https://www.facebook.com/groups/360001940694679/,Wisconsin,Ranch horse owners,unknown,unknown,unknown,WI ranch landowner overlap,unknown,Community,B8,Group,B,Join+Post,Toxic broadleaf weed spot spray on horse pasture; less chemical,"T3 photo story, T4 farmer-ask",TANK,Farmer-operator,Horse-health-sensitive; lead with safety not acres/hour,4
4,Equipment BST National,306 Buy And Sell Farm Equipment Machinery,https://www.facebook.com/groups/1882772941949816/,USA / Canada,Equipment buyers,unknown,unknown,unknown,Large national machinery BST,unknown,no,"B3, B5, B6",Group,B,Join+Lurk,Used-drone listings only; no overt newsletter posts,Real used-drone listing,GEAR,Farmer-operator,Listings only; outside links banned,3
4,Equipment BST National,Ag Equipment BST (Apache listings),https://www.facebook.com/groups/293878794046091/,USA,Ag equipment buyers,unknown,unknown,unknown,Apache AS715 sprayer posts,unknown,no,B5,Group,A,Join+Lurk (read rules first),Used-drone listing entry; peer questions about drone alongside rig,Real used-drone listing + ISO post,GEAR,Operators,Verify listing rules before posting; brand-specific commerce group,3
4,Equipment BST National,Ag Equipment BST (Case IH Patriot listings),https://www.facebook.com/groups/247020392464488/,USA,Ag equipment buyers,unknown,unknown,unknown,Case IH Patriot sprayer posts,unknown,no,"B5, B6",Group,A,Join+Lurk (read rules first),Used-drone listing entry; peer questions about drone alongside rig,Real used-drone listing + ISO post,GEAR,Operators,Verify listing rules before posting; brand-specific commerce group,3
4,Equipment BST National,Ag Equipment BST (Hagie listings),https://www.facebook.com/groups/193826724551029/,USA,Ag equipment buyers,unknown,unknown,unknown,Hagie STS sprayer posts,unknown,no,B5,Group,A,Join+Lurk (read rules first),Used-drone listing entry; peer questions about drone alongside rig,Real used-drone listing + ISO post,GEAR,Operators,Verify listing rules before posting; brand-specific commerce group,3
4,Equipment BST National,Ag Equipment BST (JD sprayer listings),https://www.facebook.com/groups/1858984117685130/,USA,Ag equipment buyers,unknown,unknown,unknown,John Deere sprayer for-sale posts,unknown,no,B5,Group,A,Join+Lurk (read rules first),Used-drone listing entry; peer questions about drone alongside rig,Real used-drone listing + ISO post,GEAR,Operators,Verify listing rules before posting; brand-specific commerce group,3
4,Equipment BST National,Ag Equipment BST (RoGator listings),https://www.facebook.com/groups/585087121632770/,USA,Ag equipment buyers,unknown,unknown,unknown,Ag-Chem RoGator posts,unknown,no,B5,Group,A,Join+Lurk (read rules first),Used-drone listing entry; peer questions about drone alongside rig,Real used-drone listing + ISO post,GEAR,Operators,Verify listing rules before posting; brand-specific commerce group,3
4,Equipment BST National,Farm & Ranch Buy Sale Or Trade,https://www.facebook.com/groups/518270154952692/,USA,Farmers + ranchers,unknown,unknown,unknown,General farm/ranch marketplace,unknown,no,B3,Group,B,Join+Lurk,Used-drone listings only; no overt newsletter posts,Real used-drone listing,GEAR,Farmer-operator,Listings only; outside links banned,3
4,Equipment BST National,Farm Equipment Buy/Sell/Trade U.S,https://www.facebook.com/groups/FarmEquipmentBST/,USA,Farmers + equipment buyers,unknown,unknown,very active,Drones now listed alongside equipment,unknown,no,"B1, B2, B3, B6",Group,B,Join+Lurk,Used-drone listings only; no overt newsletter posts,Real used-drone listing,GEAR,Farmer-operator,Listings only; outside links banned,3
4,Equipment BST National,Farm Machinery For Sale and Wanted,https://www.facebook.com/groups/farm.machinery.forsale.wanted/,National,Farmers,unknown,Public,unknown,National machinery audience,unknown,No,B6,Group,B,Join+Lurk,Used-drone listings only; no overt newsletter posts,Real used-drone listing,GEAR,Farmer-operator,Listings only; outside links banned,3
4,Equipment BST National,Farmers Buy Sell Trade,https://www.facebook.com/groups/832380676900985/,USA,Farmers,unknown,unknown,active,National farmer marketplace,unknown,no,B1,Group,B,Join+Lurk,Used-drone listings only; no overt newsletter posts,Real used-drone listing,GEAR,Farmer-operator,Listings only; outside links banned,3
4,Equipment BST National,Farming Equipment Buy Sell Trade United States,https://www.facebook.com/groups/205008543630757/,USA,Farmers,unknown,unknown,unknown,National farming equipment BST,unknown,no,"B5, B6",Group,B,Join+Lurk,Used-drone listings only; no overt newsletter posts,Real used-drone listing,GEAR,Farmer-operator,Listings only; outside links banned,3
4,Equipment BST National,Heavy Equipment For Sale Group,https://www.facebook.com/groups/HeavyEquipmentForSaleGroup/,USA,Equipment buyers,unknown,unknown,unknown,Hagie and RoGator sprayer listings,unknown,no,B5,Group,C,Skip,,,,,Construction-heavy equipment; off-target,3
4,Equipment BST National,"John Deere Addicts (Buy, Sell, and Trade)",https://www.facebook.com/groups/307164976598609,USA,John Deere owners,unknown,unknown,active,Large JD equipment community where drones appear,unknown,no,B2,Group,A,Join+Lurk,Discussion-tolerant national BST; used-drone listings work,Real used-drone listing,GEAR,Operators,,3
4,Equipment BST National,John Deere Free Auction Site,https://www.facebook.com/groups/442829745926675/,USA,JD equipment buyers,unknown,unknown,unknown,JD sprayers posted for sale,unknown,no,B5,Group,B,Join+Lurk,Used-drone listings only; no overt newsletter posts,Real used-drone listing,GEAR,Farmer-operator,Listings only; outside links banned,3
4,Equipment BST National,Tractors and Farm Stuff For Sale Midwest,https://www.facebook.com/groups/1469646919995239/,Midwest,Midwest farmers,unknown,unknown,unknown,Midwest tractor and farm BST,unknown,no,B5,Group,B,Join+Lurk,Used-drone listings only; no overt newsletter posts,Real used-drone listing,GEAR,Farmer-operator,Listings only; outside links banned,3
4,Equipment BST State,406 farm and ranch equipment,https://www.facebook.com/groups/1075859995838808/,Montana,MT farmers + ranchers,unknown,unknown,unknown,Montana area-code 406 equipment buy/sell,unknown,no,B3,Group,C,Skip,,,,,Lower-priority state for drone spray,3
4,Equipment BST State,Alabama Farm Trader,https://www.facebook.com/groups/1498581997109774/,Alabama,AL farmers,unknown,unknown,moderate,AL equipment marketplace,unknown,no,B1,Group,C,Skip,,,,,Lower-priority state for drone spray,3
4,Equipment BST State,Alabama Farmer Connection,https://www.facebook.com/groups/alabamafarmerconnection/,Alabama,AL farmers,unknown,unknown,moderate,AL farmer network,unknown,no,B1,Group,C,Skip,,,,,Lower-priority state for drone spray,3
4,Equipment BST State,All Ohio Tractor And Equipment Trader,https://www.facebook.com/groups/580191408790165/,Ohio,OH farmers,unknown,unknown,unknown,OH tractor and equipment trader,unknown,no,B5,Group,B,Join+Lurk (listings only),Used-drone listings in high-drone-density state,Real used-drone listing,GEAR,Operators,Listings only; verify rules first,3
4,Equipment BST State,Arkansas Farm Equipment,https://www.facebook.com/groups/ArkansasFarmEquipment,Arkansas,AR farmers,unknown,unknown,unknown,Statewide AR farm equipment BST,unknown,no,B5,Group,B,Join+Lurk (listings only),Used-drone listings in high-drone-density state,Real used-drone listing,GEAR,Operators,Listings only; verify rules first,3
4,Equipment BST State,Arkansas River Valley Tractors and Implements BST,https://www.facebook.com/groups/139952336177879/,Arkansas,AR farmers,unknown,unknown,unknown,AR tractor and implement BST,unknown,no,B5,Group,B,Join+Lurk (listings only),Used-drone listings in high-drone-density state,Real used-drone listing,GEAR,Operators,Listings only; verify rules first,3
4,Equipment BST State,Auctions in the Texas Panhandle and Surrounding Areas,https://www.facebook.com/groups/735220389900893/,Texas Panhandle,Panhandle farmers,unknown,unknown,unknown,Panhandle farm and equipment auctions,unknown,no,B5,Group,B,Join+Lurk (listings only),Used-drone listings in high-drone-density state,Real used-drone listing,GEAR,Operators,Listings only; verify rules first,3
4,Equipment BST State,Central Indiana Farm Equipment and Livestock BST,https://www.facebook.com/groups/263502663847976/,Central Indiana,IN farmers,unknown,unknown,unknown,Near Benton and White County,unknown,no,B5,Group,C,Skip,,,,,Livestock-only; not row-crop drone audience,3
4,Equipment BST State,Central Ky Farm Equip BST,https://www.facebook.com/groups/164938810378120/,Kentucky,Farmers,unknown,Public,unknown,Central KY equipment reach,unknown,No,B6,Group,C,Skip,,,,,Lower-priority state for drone spray,3
4,Equipment BST State,"Central Texas Farm Equipment Buy, Sell & Trade",https://www.facebook.com/groups/1585185438367979/,Central Texas,TX farmers,unknown,unknown,active,Central TX farm equipment,unknown,no,"B1, B5",Group,B,Join+Lurk (listings only),Used-drone listings in high-drone-density state,Real used-drone listing,GEAR,Operators,Listings only; verify rules first,3
4,Equipment BST State,Custom Wheat Harvest Crew Services and Equipment,https://www.facebook.com/groups/1355915555316357,USA,Custom harvest crews,unknown,unknown,unknown,"Custom harvest crews, for-hire ag service audience",unknown,no,B2,Group,A,Join+Post,Wheat harvest + drone spray crossover services,T6 job lead,ACRES,Operators,,3
4,Equipment BST State,EASTERN MONTANA RANCH AND FARM,https://www.facebook.com/groups/660943587448436/,Montana,MT farmers + ranchers,unknown,unknown,unknown,Montana farm/ranch audience,unknown,no,B3,Group,C,Skip,,,,,Lower-priority state for drone spray,3
4,Equipment BST State,East Texas Farm Items and Equipment,https://www.facebook.com/groups/1704916119796780/,East Texas,TX farmers,unknown,unknown,unknown,TX farm equipment BST,unknown,no,B5,Group,B,Join+Lurk (listings only),Used-drone listings in high-drone-density state,Real used-drone listing,GEAR,Operators,Listings only; verify rules first,3
4,Equipment BST State,Farm Direct Minnesota,https://www.facebook.com/groups/FarmDirectMinnesota/,Minnesota,MN farmers,"~111,000",Private,very active,"Founder Sazzy Calhoun, 111K+ members, restricted (no-spam rule)",restricted,Sazzy Calhoun,B2,Group,B,Join+Lurk (listings only),Used-drone listings in high-drone-density state,Real used-drone listing,GEAR,Operators,Listings only; verify rules first,3
4,Equipment BST State,Farm Equipment For Sale Ohio,https://www.facebook.com/groups/302575746559782/,Ohio,OH farmers,unknown,unknown,unknown,OH farm equipment BST,unknown,no,B5,Group,B,Join+Lurk (listings only),Used-drone listings in high-drone-density state,Real used-drone listing,GEAR,Operators,Listings only; verify rules first,3
4,Equipment BST State,Farm Tractors For Sale in Va,https://www.facebook.com/groups/307432516621491/,Virginia,Farmers,unknown,Public,unknown,VA tractor owners,unknown,No,B6,Group,C,Skip,,,,,Lower-priority state for drone spray,3
4,Equipment BST State,"Farm equipment for sale, trade, or wanted, in Wisconsin",https://www.facebook.com/groups/666746200051904/,Wisconsin,WI farmers,unknown,unknown,active,WI equipment marketplace,unknown,no,B1,Group,B,Join+Lurk (listings only),Used-drone listings in high-drone-density state,Real used-drone listing,GEAR,Operators,Listings only; verify rules first,3
4,Equipment BST State,GA Farm and Heavy Equipment Trader,https://www.facebook.com/groups/629965997124875/,Georgia,GA farmers,unknown,unknown,unknown,Statewide GA farm and heavy equipment,unknown,no,B5,Group,C,Skip,,,,,Lower-priority state for drone spray,3
4,Equipment BST State,Henry County Farmers Market,https://www.facebook.com/groups/115765468447998/,Tennessee,Local farmers,unknown,Public,unknown,Local TN farm market community,unknown,No,B6,Group,C,Skip,,,,,Lower-priority state for drone spray,3
4,Equipment BST State,Indiana Farm Equipment and Heavy Machinery,https://www.facebook.com/groups/179356939082270/,Indiana,IN farmers,unknown,unknown,unknown,IN farm and heavy machinery,unknown,no,B5,Group,B,Join+Lurk (listings only),Used-drone listings in high-drone-density state,Real used-drone listing,GEAR,Operators,Listings only; verify rules first,3
4,Equipment BST State,Indiana Farm Machinery Buy Sell,https://www.facebook.com/groups/477638072286921/,Indiana,IN farmers,unknown,unknown,unknown,Statewide IN machinery BST,unknown,no,B5,Group,B,Join+Lurk (listings only),Used-drone listings in high-drone-density state,Real used-drone listing,GEAR,Operators,Listings only; verify rules first,3
4,Equipment BST State,Iowa Farm Equipment for Sale,https://www.facebook.com/groups/445346438855129/,Iowa,Iowa farmers,unknown,unknown,unknown,"Statewide IA equipment BST (Sioux, Plymouth, Woodbury, Webster counties)",unknown,no,B5,Group,B,Join+Lurk (listings only),Used-drone listings in high-drone-density state,Real used-drone listing,GEAR,Operators,Listings only; verify rules first,3
4,Equipment BST State,Iowa Farmland Buy Sell Trade,https://www.facebook.com/groups/1670350733194812/,Iowa,Iowa landowners,unknown,unknown,unknown,Land and farm BST statewide IA,unknown,no,B5,Group,C,Skip,,,,,Land/houses board; not equipment,3
4,Equipment BST State,Kansas Farm Heavy Equipment BST,https://www.facebook.com/groups/1879319558960356/,Kansas,Kansas farmers,unknown,unknown,unknown,"Statewide KS (Reno, Sumner, Finney counties)",unknown,no,B5,Group,B,Join+Lurk (listings only),Used-drone listings in high-drone-density state,Real used-drone listing,GEAR,Operators,Listings only; verify rules first,3
4,Equipment BST State,Kansas Farm and Country Buy Sell Trade,https://www.facebook.com/groups/204956533021906/,Kansas,Kansas farmers,unknown,unknown,unknown,KS farm and country BST,unknown,no,B5,Group,B,Join+Lurk (listings only),Used-drone listings in high-drone-density state,Real used-drone listing,GEAR,Operators,Listings only; verify rules first,3
4,Equipment BST State,Kansas Farmers/Ranchers/Hunters Buy Sale Trade,https://www.facebook.com/groups/317347495045947/,Kansas,KS farmers + ranchers,unknown,unknown,active,KS farmer marketplace,unknown,no,"B1, B5",Group,B,Join+Lurk (listings only),Used-drone listings in high-drone-density state,Real used-drone listing,GEAR,Operators,Listings only; verify rules first,3
4,Equipment BST State,Kentucky Farm Bureau Young Farmers,https://www.facebook.com/groups/kyfarmbureauyoungfarmers/,Kentucky,Young farmers,unknown,Private,unknown,KY young farmers are early tech adopters for drones,unknown,industry org,B6,Group,C,Skip,,,,,Lower-priority state for drone spray,3
4,Equipment BST State,Kentucky Farm Equipment Trade or Sale,https://www.facebook.com/groups/Kentuckyfarmequipmenttradeorsale/,Kentucky,Farmers,unknown,Public,unknown,KY equipment marketplace,unknown,No,B6,Group,C,Skip,,,,,Lower-priority state for drone spray,3
4,Equipment BST State,Kentucky Hay and Farm Equipment For Sale,https://www.facebook.com/groups/928552873839455/,Kentucky,Farmers/hay producers,unknown,Public,unknown,KY hay producers spray fields,unknown,No,B6,Group,C,Skip,,,,,Lower-priority state for drone spray,3
4,Equipment BST State,Kentucky and Tennessee Farmers Equipment Buy/Sell,https://www.facebook.com/groups/516159361754164/,KY/TN,Farmers,unknown,Public,unknown,Two-state farmer reach,unknown,No,B6,Group,C,Skip,,,,,Lower-priority state for drone spray,3
4,Equipment BST State,Memories of the Missouri Bootheel,https://www.facebook.com/groups/237713938091000/,Missouri Bootheel,Bootheel community,unknown,unknown,unknown,Hyper-local Bootheel reach (rice + cotton country),unknown,no,B5,Group,C,Skip,,,,,"Sentimental/nostalgia, wrong audience",3
4,Equipment BST State,Middle TN Homes Farms and Land,https://www.facebook.com/groups/910866895611504/,Tennessee,Farmers/landowners,unknown,Public,unknown,Middle TN farm audience,unknown,No,B6,Group,C,Skip,,,,,Land/houses board; not equipment,3
4,Equipment BST State,Midwest Farm Equipment for Sale,https://www.facebook.com/groups/158998151322784/,Midwest,Midwest farmers,unknown,unknown,unknown,"Covers McLean, LaSalle, Champaign IL",unknown,no,B5,Group,C,Skip,,,,,Lower-priority state for drone spray,3
4,Equipment BST State,Midwest Rowcrop Farming,https://www.facebook.com/groups/1671550336482578/,"IA, IL, IN, OH, NE",Row crop farmers,unknown,unknown,active,Row crop farmers who buy drone services,unknown,no,B1,Group,A,Join+Post,Prime drone geography; real discussion group,"T1 rate question, T3 photo story",RATES,Operators,,3
4,Equipment BST State,Mississippi Farm Equipment Trader,https://www.facebook.com/groups/890603611017726/,Mississippi,MS farmers,unknown,unknown,unknown,Statewide MS equipment BST,unknown,no,B5,Group,B,Join+Lurk (listings only),Used-drone listings in high-drone-density state,Real used-drone listing,GEAR,Operators,Listings only; verify rules first,3
4,Equipment BST State,Mississippi Farm Trader,https://www.facebook.com/groups/1041199902642585/,Mississippi,MS farmers,unknown,unknown,unknown,MS farm BST,unknown,no,B5,Group,B,Join+Lurk (listings only),Used-drone listings in high-drone-density state,Real used-drone listing,GEAR,Operators,Listings only; verify rules first,3
4,Equipment BST State,Missouri Farmers Buy Sell Trade,https://www.facebook.com/groups/1406803099574821/,Missouri,MO farmers,unknown,unknown,unknown,Statewide MO farmer BST,unknown,no,B5,Group,B,Join+Lurk (listings only),Used-drone listings in high-drone-density state,Real used-drone listing,GEAR,Operators,Listings only; verify rules first,3
4,Equipment BST State,Montana Farm & Ranch Equipment Sales,https://www.facebook.com/groups/1329716207054329/,Montana,MT farmers + ranchers,unknown,unknown,unknown,Montana farm equipment buy/sell,unknown,no,B3,Group,C,Skip,,,,,Lower-priority state for drone spray,3
4,Equipment BST State,Montana farming and ranching,https://www.facebook.com/groups/1131678084729142/,Montana,MT ag community,unknown,unknown,unknown,Montana ag community,unknown,no,B3,Group,C,Skip,,,,,Lower-priority state for drone spray,3
4,Equipment BST State,NC Farm Services version 2.0,https://www.facebook.com/groups/2359652620969539/,North Carolina,Farmers,unknown,Public,unknown,NC farm services exchange,unknown,No,B6,Group,C,Skip,,,,,Lower-priority state for drone spray,3
4,Equipment BST State,NKY Farm Equipment BST,https://www.facebook.com/groups/2063073797330227/,Kentucky,Farmers,unknown,Public,unknown,N KY equipment audience,unknown,No,B6,Group,C,Skip,,,,,Lower-priority state for drone spray,3
4,Equipment BST State,NORTHEAST IOWA BUY SELL & TRADE,https://www.facebook.com/groups/1783536788553817/,Iowa,NE Iowa farmers,unknown,unknown,active,NE Iowa farm marketplace,unknown,no,B1,Group,B,Join+Lurk (listings only),Used-drone listings in high-drone-density state,Real used-drone listing,GEAR,Operators,Listings only; verify rules first,3
4,Equipment BST State,NW Illinois Farm Equipment 4 Sale,https://www.facebook.com/groups/1480111558919298/,NW Illinois,IL farmers,unknown,unknown,unknown,NW IL farm equipment BST,unknown,no,B5,Group,B,Join+Lurk (listings only),Used-drone listings in high-drone-density state,Real used-drone listing,GEAR,Operators,Listings only; verify rules first,3
4,Equipment BST State,NW Ohio Buy Sell Trade Tools and Equipment,https://www.facebook.com/groups/277626518945728/,NW Ohio,OH farmers,unknown,unknown,unknown,"Covers Darke, Mercer, Putnam counties",unknown,no,B5,Group,B,Join+Lurk (listings only),Used-drone listings in high-drone-density state,Real used-drone listing,GEAR,Operators,Listings only; verify rules first,3
4,Equipment BST State,Nebraska Farm Market,https://www.facebook.com/groups/712721015935067/,Nebraska,Nebraska farmers,unknown,unknown,moderate,NE farm equipment and inputs,unknown,no,B1,Group,B,Join+Lurk (listings only),Used-drone listings in high-drone-density state,Real used-drone listing,GEAR,Operators,Listings only; verify rules first,3
4,Equipment BST State,Nebraska Farm and Construction Equipment BST,https://www.facebook.com/groups/137092803137677/,Nebraska,Nebraska farmers,unknown,unknown,unknown,"Statewide NE equipment BST (Custer, Buffalo, Holt counties)",unknown,no,B5,Group,B,Join+Lurk (listings only),Used-drone listings in high-drone-density state,Real used-drone listing,GEAR,Operators,Listings only; verify rules first,3
4,Equipment BST State,Nebraska Farm and Construction Equipment For Sale,https://www.facebook.com/groups/626895334124027/,Nebraska,Nebraska farmers,unknown,unknown,unknown,Second statewide NE equipment BST,unknown,no,B5,Group,B,Join+Lurk (listings only),Used-drone listings in high-drone-density state,Real used-drone listing,GEAR,Operators,Listings only; verify rules first,3
4,Equipment BST State,Nebraska Farm and Equipment Sales Barn,https://www.facebook.com/groups/685614158223040/,Nebraska,Nebraska farmers,unknown,unknown,unknown,NE farm equipment BST,unknown,no,B5,Group,B,Join+Lurk (listings only),Used-drone listings in high-drone-density state,Real used-drone listing,GEAR,Operators,Listings only; verify rules first,3
4,Equipment BST State,New England Small Farming and Homesteading,https://www.facebook.com/groups/854485407934354,Northeast states,Small farmers,unknown,unknown,unknown,Covers thin-coverage New England states,unknown,no,B2,Group,C,Skip,,,,,Land/houses board; not equipment,3
4,Equipment BST State,New Mexico Land Of Enchantment Farm Ranch Livestock,https://www.facebook.com/groups/644592606118101/,New Mexico,NM farmers + ranchers,unknown,unknown,unknown,Broad NM ag trade group,unknown,no,B4,Group,C,Skip,,,,,Land/houses board; not equipment,3
4,Equipment BST State,New Mexico Livestock and Farm Supplies,https://www.facebook.com/groups/283653518399384/,New Mexico,NM ranchers + farmers,unknown,unknown,unknown,NM livestock and farm trade,unknown,no,B4,Group,C,Skip,,,,,Livestock-only; not row-crop drone audience,3
4,Equipment BST State,New Mexico Livestock and Poultry,https://www.facebook.com/groups/844690445576697/,New Mexico,Livestock owners,unknown,unknown,unknown,State-level NM livestock group,unknown,no,B4,Group,C,Skip,,,,,Livestock-only; not row-crop drone audience,3
4,Equipment BST State,New Mexico Ranch & Farm,https://www.facebook.com/groups/1685948198340227/,New Mexico,Ranchers + farmers,unknown,unknown,unknown,General NM ranch and farm community,unknown,no,B4,Group,C,Skip,,,,,Lower-priority state for drone spray,3
4,Equipment BST State,North Carolina Farms Land and Houses,https://www.facebook.com/groups/571723116624105/,North Carolina,Farmers/landowners,unknown,Public,unknown,NC rural land audience,unknown,No,B6,Group,C,Skip,,,,,Land/houses board; not equipment,3
4,Equipment BST State,North Carolina Small Farms,https://www.facebook.com/groups/789248928568628/,North Carolina,Small farmers,unknown,Public,unknown,NC small farmers are farmer-operator drone targets,unknown,No,B6,Group,C,Skip,,,,,Lower-priority state for drone spray,3
4,Equipment BST State,North Central Arkansas Equipment For Sale,https://www.facebook.com/groups/180264773314885/,North Central Arkansas,AR farmers,unknown,unknown,unknown,AR equipment BST,unknown,no,B5,Group,B,Join+Lurk (listings only),Used-drone listings in high-drone-density state,Real used-drone listing,GEAR,Operators,Listings only; verify rules first,3
4,Equipment BST State,North Dakota farmers and ranchers,https://www.facebook.com/groups/221479831538710/,North Dakota,ND producers,unknown,unknown,moderate,ND producers,unknown,no,B1,Group,C,Skip,,,,,Lower-priority state for drone spray,3
4,Equipment BST State,North MS Farm Equipment Buy Sell Trade,https://www.facebook.com/groups/760789444001703/,North Mississippi,Delta farmers,unknown,unknown,unknown,"Covers Bolivar, Sunflower, Washington counties",unknown,no,B5,Group,B,Join+Lurk (listings only),Used-drone listings in high-drone-density state,Real used-drone listing,GEAR,Operators,Listings only; verify rules first,3
4,Equipment BST State,North Mississippi Tractor and Equipment Junkies,https://www.facebook.com/groups/309628685912944/,North Mississippi,MS farmers,unknown,unknown,unknown,N MS tractor and equipment,unknown,no,B5,Group,B,Join+Lurk (listings only),Used-drone listings in high-drone-density state,Real used-drone listing,GEAR,Operators,Listings only; verify rules first,3
4,Equipment BST State,Northeast Wisconsin Farm Equipment BST,https://www.facebook.com/groups/427465641077721/,Wisconsin,Farmers,unknown,Public,unknown,NE WI equipment audience,unknown,No,B6,Group,B,Join+Lurk (listings only),Used-drone listings in high-drone-density state,Real used-drone listing,GEAR,Operators,Listings only; verify rules first,3
4,Equipment BST State,Northern NM Livestock Poultry & Farm,https://www.facebook.com/groups/NorthernNMFarm/,Northern New Mexico,Livestock + poultry owners,unknown,unknown,unknown,Regional NM ag group,unknown,no,B4,Group,C,Skip,,,,,Livestock-only; not row-crop drone audience,3
4,Equipment BST State,Northern Wisconsin Buy Sell and Trade,https://www.facebook.com/groups/northernwisconsinbuysellandtrade/,Wisconsin,Rural residents/farmers,unknown,Public,unknown,N WI rural reach,unknown,No,B6,Group,B,Join+Lurk (listings only),Used-drone listings in high-drone-density state,Real used-drone listing,GEAR,Operators,Listings only; verify rules first,3
4,Equipment BST State,Ohio Farm and Construction Equipment Buy Sell Trade,https://www.facebook.com/groups/1442563536051614/,Ohio,OH farmers,unknown,unknown,unknown,Statewide OH equipment BST,unknown,no,"B5, B6",Group,B,Join+Lurk (listings only),Used-drone listings in high-drone-density state,Real used-drone listing,GEAR,Operators,Listings only; verify rules first,3
4,Equipment BST State,Oregon Farm Equipment Marketplace,https://www.facebook.com/groups/376195339390137/,Oregon,Farmers,unknown,Public,unknown,Willamette Valley equipment reach,unknown,No,B6,Group,C,Skip,,,,,Lower-priority state for drone spray,3
4,Equipment BST State,"PA ~ Farm, Equipment, Tools & Parts For Sale",https://www.facebook.com/groups/1507475129371153,Pennsylvania,PA farmers,unknown,unknown,unknown,"PA farmers trading equipment, drone-curious operators",unknown,no,B2,Group,C,Skip,,,,,Lower-priority state for drone spray,3
4,Equipment BST State,Pennsylvania and Surrounding areas Farming Equipment,https://www.facebook.com/groups/2042376442747483,Pennsylvania,PA farmers,unknown,unknown,unknown,Regional PA equipment trading audience,unknown,no,B2,Group,C,Skip,,,,,Lower-priority state for drone spray,3
4,Equipment BST State,SE ND Farmers Swap & Sell,https://www.facebook.com/groups/163079410533185/,North Dakota,SE ND farmers,unknown,unknown,moderate,SE ND farm marketplace,unknown,no,B1,Group,C,Skip,,,,,Lower-priority state for drone spray,3
4,Equipment BST State,Shop Colorado Farms,https://www.facebook.com/groups/shopcoloradofarms/,Colorado,CO farmers,unknown,unknown,unknown,Colorado direct-farm community,unknown,no,B2,Group,A,Join+Post,Discussion-friendly direct-to-consumer state farm group,T3 photo story,TANK,Farmer-operator,,3
4,Equipment BST State,Shop Kansas Farms,https://www.facebook.com/groups/shopkansasfarms/,Kansas,Kansas farmers,"~170,000",unknown,very active,One of the largest state farmer-direct groups (founder Rick McNary),unknown,Rick McNary,B1,Group,A,Join+Post,Discussion-friendly direct-to-consumer state farm group,T3 photo story,TANK,Farmer-operator,,3
4,Equipment BST State,Shop NC Farms,https://www.facebook.com/groups/shopncfarms/,North Carolina,Farmers,unknown,Public,unknown,NC farm community direct reach,unknown,No,B6,Group,A,Join+Post,Discussion-friendly direct-to-consumer state farm group,T3 photo story,TANK,Farmer-operator,,3
4,Equipment BST State,Shop NC Farms Public Group,https://www.facebook.com/groups/2754872114736859/,North Carolina,Farmers,unknown,Public,unknown,Second NC farm-direct community,unknown,No,B6,Group,A,Join+Post,Discussion-friendly direct-to-consumer state farm group,T3 photo story,TANK,Farmer-operator,,3
4,Equipment BST State,Sioux City Buy Sell Trade,https://www.facebook.com/groups/572463389539729/,NW Iowa,NW Iowa farmers,unknown,unknown,unknown,"Covers Woodbury, Plymouth, Sioux County",unknown,no,B5,Group,B,Join+Lurk (listings only),Used-drone listings in high-drone-density state,Real used-drone listing,GEAR,Operators,Listings only; verify rules first,3
4,Equipment BST State,Skagit Farmers Buy Sell Trade and Discuss,https://www.facebook.com/groups/170485333555144/,Skagit County WA,Local farmers,unknown,unknown,unknown,County-level farmer BST,unknown,no,B5,Group,C,Skip,,,,,Lower-priority state for drone spray,3
4,Equipment BST State,South GA Farm Tractor Equipment Swap and Shop,https://www.facebook.com/groups/470198949700335/,South Georgia,GA farmers,unknown,unknown,unknown,South GA tractor and equipment swap,unknown,no,"B5, B7",Group,C,Skip,,,,,Lower-priority state for drone spray,3
4,Equipment BST State,"Southeast Iowa Buy, Sale & Trade",https://www.facebook.com/groups/831605656873208/,Iowa,SE Iowa farmers,unknown,unknown,active,SE Iowa farm region marketplace,unknown,no,B1,Group,B,Join+Lurk (listings only),Used-drone listings in high-drone-density state,Real used-drone listing,GEAR,Operators,Listings only; verify rules first,3
